Customer_ID,predicted_churn_risk,predicted_customer_health,recommended_action,customer_message,Top_3_Rewards,Scores,Business_Insight,Expected_Impact,Cluster,Persona
C0108,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 73.79, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 72.09, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 72.09, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[73.79, 72.09, 72.09]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0109,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 73.4, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 71.7, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 71.7, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[73.4, 71.7, 71.7]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0110,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.97, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 74.27, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 74.27, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.97, 74.27, 74.27]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0111,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 77.24, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 75.54, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 75.54, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[77.24, 75.54, 75.54]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0112,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Cashback', 'score': 72.02, 'reason': 'Unknown customers respond well to cashback because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 70.32, 'reason': 'Unknown customers respond well to shopping vouchers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Reward Points', 'score': 69.82, 'reason': 'Unknown customers respond well to reward points because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through reward points.'}]","[72.02, 70.32, 69.82]","Unknown customers in cluster -1 show a strong fit for Cashback, Shopping Vouchers, Reward Points based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0113,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 77.89, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 76.19, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 76.19, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[77.89, 76.19, 76.19]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0114,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.12, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.42, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.42, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.12, 73.42, 73.42]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0115,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 76.59, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 74.89, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 74.89, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[76.59, 74.89, 74.89]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0116,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 80.88, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 79.18, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 79.18, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[80.88, 79.18, 79.18]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0117,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.61, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.91, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.91, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.61, 73.91, 73.91]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0118,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.9, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 74.2, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 74.2, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.9, 74.2, 74.2]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0119,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 78.0, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 76.3, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 76.3, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[78.0, 76.3, 76.3]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0120,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 78.26, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 76.56, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 76.56, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[78.26, 76.56, 76.56]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0121,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 79.23, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 77.53, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 77.53, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[79.23, 77.53, 77.53]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0122,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 80.27, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 78.57, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 78.57, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[80.27, 78.57, 78.57]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0123,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 77.96, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 76.26, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 76.26, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[77.96, 76.26, 76.26]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0124,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 77.0, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 75.3, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 75.3, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[77.0, 75.3, 75.3]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0125,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 79.15, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 77.45, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 77.45, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[79.15, 77.45, 77.45]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0126,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 79.11, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 77.41, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 77.41, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[79.11, 77.41, 77.41]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0127,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 77.37, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 75.67, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 75.67, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[77.37, 75.67, 75.67]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0128,Low,Needs Attention,loyalty_nudge,We are nudging the customer with a personalized loyalty experience.,"[{'reward_name': 'Airport Lounge Access', 'score': 75.43, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 73.73, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 73.73, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[75.43, 73.73, 73.73]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0129,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 73.9, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 72.2, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 72.2, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[73.9, 72.2, 72.2]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
C0130,Low,Critical,retention_offer,We are prioritizing a tailored retention offer to protect engagement.,"[{'reward_name': 'Airport Lounge Access', 'score': 78.04, 'reason': 'Unknown customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 76.34, 'reason': 'Unknown customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 76.34, 'reason': 'Unknown customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[78.04, 76.34, 76.34]","Unknown customers in cluster -1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,-1,Unknown
