Customer_ID,Cluster,Persona,Top_3_Rewards,Scores,Business_Insight,Expected_Impact,Customer_Message
C0173,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 82.71, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 82.21, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 80.91, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[82.71, 82.21, 80.91]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0174,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 82.55, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 82.05, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 80.75, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[82.55, 82.05, 80.75]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0175,2,Value Shopper,"[{'reward_name': 'Travel Cashback', 'score': 85.33, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 84.03, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 82.33, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[85.33, 84.03, 82.33]","Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Travel Cashback, Cashback, Shopping Vouchers. Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0176,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 91.94, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 90.24, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 90.24, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[91.94, 90.24, 90.24]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0177,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 82.43, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 81.93, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 80.63, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[82.43, 81.93, 80.63]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0178,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 88.74, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 87.04, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 87.04, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[88.74, 87.04, 87.04]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0179,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 77.72, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 76.52, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 76.02, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[77.72, 76.52, 76.02]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0180,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 81.23, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 80.73, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 79.43, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[81.23, 80.73, 79.43]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0181,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 89.98, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 88.28, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 88.28, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[89.98, 88.28, 88.28]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0182,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 83.37, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 82.87, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 81.57, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[83.37, 82.87, 81.57]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0183,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 81.73, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 80.03, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 80.03, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[81.73, 80.03, 80.03]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0184,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 78.88, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 77.18, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 77.18, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[78.88, 77.18, 77.18]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0185,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 91.81, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 90.11, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 90.11, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[91.81, 90.11, 90.11]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0186,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 87.99, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 86.29, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 86.29, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[87.99, 86.29, 86.29]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0187,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 90.91, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 89.21, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 89.21, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[90.91, 89.21, 89.21]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0188,2,Value Shopper,"[{'reward_name': 'Travel Cashback', 'score': 83.42, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 82.12, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 80.42, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[83.42, 82.12, 80.42]","Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Travel Cashback, Cashback, Shopping Vouchers. Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0189,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 80.56, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 78.86, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 78.86, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[80.56, 78.86, 78.86]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0190,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 81.78, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 81.28, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 79.98, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[81.78, 81.28, 79.98]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0191,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 81.79, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 80.09, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Dining Offers', 'score': 76.89, 'reason': 'Digital Explorer customers respond well to dining offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through dining offers.'}]","[81.79, 80.09, 76.89]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Shopping Vouchers, Dining Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Shopping Vouchers, Dining Offers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Shopping Vouchers, Dining Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
