Customer_ID,Membership_Tier,Customer_Since,Age,Gender,City,Occupation,Income_Level,Total_Transactions_6M,Total_Spend_6M,Average_Order_Value,Preferred_Brand,Reward_Utilization,Reward_Expiry_Risk,Purchase_Frequency,Loyalty_Engagement,Days_Since_Last_Purchase,Upgrade_Readiness,Customer_Health,Churn_Risk,favorite_category,favorite_brand,top_merchant,category_diversity,brand_diversity,spending_diversity_score,average_days_between_purchases,seasonality_score,recency,frequency,monetary,total_spend,average_order_value,purchase_frequency,days_since_last_purchase,reward_points_earned,reward_points_redeemed,reward_utilization_pct,coupon_usage_pct,reward_redemption_rate,average_reward_per_transaction,website_visits,session_duration,wishlist_added,cart_abandoned,email_click_rate,push_notification_response,app_usage_score,customer_engagement_score,online_purchase_ratio,offline_purchase_ratio,weekend_shopping_ratio,average_monthly_spend,customer_lifetime_value,estimated_annual_spend,profitability_score,customer_health_score,upgrade_readiness_score,churn_risk_score,loyalty_score,high_value_customer_flag,dormancy_flag,premium_customer_flag
C0092,Bronze,2024-03-22,43,Female,Hyderabad,Doctor,Low,5,366061,73212.2,Google Nest,0.34,0.05,0.83,Medium,52,No,Critical,Low,Security,Google Nest,Offline,3,2,0.9602297151300435,30.25,0.8509158431713747,53,5,366061.0,366061.0,73212.2,0.8333333333333334,53,3658.0,1246.0,34.06232904849008,60.0,0.2611064537696847,731.6,35.0,16.2,0.0,0.0,0.0,0.0,86.2,62.688,0.6,0.4,0.6,61010.166666666664,1715801.32,732122.0,109805.84,10.0,0.0,10.0,51.118865809698015,0,0,0
C0093,Bronze,2019-10-18,59,Female,Mumbai,Doctor,Low,5,393387,78677.4,Google Nest,0.52,0.41,0.83,Medium,137,No,Needs Attention,Medium,Security,Bose,App,3,3,0.9602297151300435,9.25,0.6701055760355764,138,5,393387.0,393387.0,78677.4,0.8333333333333334,138,3931.0,2057.0,52.32765186383197,40.0,0.5094105980450455,786.2,48.0,15.6,0.0,0.0,0.0,0.0,100.0,66.0,0.6,0.4,0.4,65564.5,5327014.65,786774.0,117995.53,40.0,0.0,50.0,47.76553037276639,0,1,0
C0094,Gold,2023-06-21,43,Female,Mumbai,Business,Medium,6,563341,93890.17,Google Nest,0.5,0.14,1.0,High,35,No,Needs Attention,Low,Smart Home,Google Nest,Offline,3,2,0.78969007941213,27.6,0.1471774618237399,36,6,563341.0,563341.0,93890.16666666667,1.0,36,5630.0,2840.0,50.4440496439715,66.66666666666666,0.45418199191718855,938.3333333333334,45.0,18.5,0.0,0.0,0.0,0.0,100.0,78.0,0.5,0.5,0.5,93890.16666666667,3488781.22,1126682.0,168973.9,40.0,0.0,10.0,73.9888099287943,0,0,1
C0095,Bronze,2022-05-15,28,Male,Delhi,Engineer,Medium,8,573628,71703.5,Sony,0.38,0.28,1.33,Medium,42,No,Critical,Low,Gaming,Sony,Online,3,2,0.8868595044121972,19.571428571428573,0.9739127677251109,43,8,573628.0,573628.0,71703.5,1.3333333333333333,43,5733.0,2187.0,38.14756665245497,37.5,0.3228997485266503,716.625,131.0,14.375,0.0,0.0,0.0,0.0,100.0,66.0,0.625,0.375,0.0,95604.66666666667,4815177.13,1147256.0,172066.53,10.0,0.0,10.0,52.92951333049099,0,0,0
C0096,Silver,2023-01-29,34,Male,Hyderabad,Manager,Low,10,754036,75403.6,Sony,0.48,0.09,1.67,High,27,No,Needs Attention,Low,TV,Sony,Offline,5,3,0.8445412433520398,16.0,0.8497866221594279,28,10,754036.0,754036.0,75403.6,1.6666666666666667,28,7536.0,3616.0,47.98301479832403,60.0,0.4312462725924314,753.6,117.0,19.7,0.0,0.0,0.0,0.0,100.0,78.0,0.6,0.4,0.5,125672.66666666667,5260188.17,1508072.0,226174.64,40.0,0.0,10.0,65.9966029596648,0,0,0
C0097,Platinum,2024-09-21,34,Female,Mumbai,Doctor,Low,4,456693,114173.25,Google Nest,0.28,0.39,0.67,Medium,43,No,Critical,Low,Security,Google Nest,App,2,1,0.99999999711461,32.0,0.489016210152027,44,4,456693.0,456693.0,114173.25,0.6666666666666666,44,4565.0,1292.0,28.302300047530558,75.0,0.24145019577378024,1141.25,42.0,17.75,0.0,0.0,0.0,0.0,100.0,66.0,1.0,0.0,0.25,76115.5,1682980.91,913386.0,136994.98,10.0,0.0,10.0,73.46046000950611,0,0,1
C0098,Gold,2021-01-23,55,Female,Mumbai,Doctor,Low,4,377377,94344.25,Google Nest,0.24,0.03,0.67,Medium,26,No,Critical,Low,Smart Home,Google Nest,Offline,2,2,0.8112781215737428,38.0,0.6239308338515492,27,4,377377.0,377377.0,94344.25,0.6666666666666666,27,3772.0,903.0,23.939554549470955,50.0,0.18637770859364766,943.0,41.0,21.75,0.0,0.0,0.0,0.0,100.0,66.0,0.5,0.5,0.25,62896.166666666664,4153471.7,754754.0,113204.07,10.0,0.0,10.0,65.08791090989419,0,0,1
C0099,Gold,2019-10-07,46,Male,Ahmedabad,Doctor,Low,10,1281849,128184.9,Google Nest,0.44,0.1,1.67,High,13,No,Needs Attention,Low,Security,Google Nest,App,5,4,0.9349775266604486,17.88888888888889,0.5851239447203384,14,10,1281849.0,1281849.0,128184.9,1.6666666666666667,14,12814.0,5579.0,43.53831743129521,70.0,0.4043339611506494,1281.4,137.0,21.0,0.0,0.0,0.0,0.0,100.0,78.0,0.8,0.2,0.4,213641.5,17435252.11,2563698.0,384498.91,40.0,0.0,10.0,72.60766348625904,1,0,1
C0100,Gold,2023-11-05,47,Female,Pune,Doctor,Medium,6,608638,101439.67,Bose,0.15,0.13,1.0,Medium,38,No,Critical,Low,Speaker,Bose,App,3,2,0.9206198329835873,27.0,0.6166891464267883,39,6,608638.0,608638.0,101439.66666666667,1.0,39,6083.0,914.0,15.025480823564886,50.0,0.12754674835675867,1013.8333333333334,92.0,17.0,0.0,0.0,0.0,0.0,100.0,66.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,101439.66666666667,3312723.73,1217276.0,182582.26,10.0,0.0,10.0,63.30509616471298,0,0,1
C0101,Platinum,2024-10-30,29,Male,Bengaluru,Doctor,Low,9,1007720,111968.89,Samsung,0.28,0.02,1.5,High,5,No,Critical,Low,Audio,Samsung,Offline,3,3,0.9656336044121073,21.875,0.5707112473044252,6,9,1007720.0,1007720.0,111968.88888888889,1.5,6,10072.0,2784.0,27.640984881214276,33.33333333333333,0.24335664314391903,1119.111111111111,113.0,22.77777777777778,0.0,0.0,0.0,0.0,100.0,78.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,167953.33333333334,3498395.51,2015440.0,302288.16,10.0,0.0,10.0,76.92819697624286,1,0,1
C0102,Bronze,2023-04-18,40,Male,Bengaluru,Business,Low,7,528620,75517.14,Sony,0.41,0.02,1.17,High,4,No,Needs Attention,Low,TV,Sony,Offline,4,3,0.9211854937031643,29.0,0.3780677368845157,5,7,528620.0,528620.0,75517.14285714286,1.1666666666666667,5,5282.0,2177.0,41.215448615646636,42.857142857142854,0.3379385278827406,754.5714285714286,72.0,18.571428571428573,0.0,0.0,0.0,0.0,100.0,78.0,0.5714285714285714,0.42857142857142855,0.0,88103.33333333333,3459005.61,1057240.0,158564.23,40.0,0.0,10.0,57.14308972312933,0,0,0
C0103,Platinum,2022-02-24,31,Male,Ahmedabad,Manager,High,10,939258,93925.8,Sony,0.3,0.16,1.67,High,20,No,Critical,Low,Gaming,Sony,Offline,4,2,0.9232196694501177,17.666666666666668,0.48539606158084114,21,10,939258.0,939258.0,93925.8,1.6666666666666667,21,9385.0,2779.0,29.611081481501245,30.0,0.2628393074218866,938.5,73.0,17.8,0.0,0.0,0.0,0.0,100.0,78.0,0.6,0.4,0.2,156543.0,8295814.67,1878516.0,281749.61,10.0,0.0,10.0,77.32221629630025,1,0,1
C0104,Bronze,2024-04-06,24,Male,Hyderabad,Engineer,Low,5,549217,109843.4,Google Nest,0.47,0.0,0.83,Medium,12,No,Needs Attention,Low,Audio,Apple,Online,4,3,0.960964044558291,38.25,0.32370031773686353,13,5,549217.0,549217.0,109843.4,0.8333333333333334,13,5490.0,2595.0,47.267759476743606,40.0,0.3964252972862431,1098.0,42.0,22.0,0.0,0.0,0.0,0.0,100.0,66.0,0.8,0.2,0.4,91536.16666666667,2529180.0,1098434.0,164739.15,40.0,0.0,10.0,54.75355189534872,0,0,0
C0105,Bronze,2023-09-11,45,Female,Bengaluru,Manager,Low,9,1141016,126779.56,Apple,0.24,0.17,1.5,Medium,33,No,Critical,Low,Audio,Apple,Offline,4,2,0.8288713603670543,17.875,0.930985411689714,34,9,1141016.0,1141016.0,126779.55555555556,1.5,34,11406.0,2749.0,24.10135014544858,66.66666666666666,0.21346482356463362,1267.3333333333333,135.0,15.11111111111111,0.0,0.0,0.0,0.0,100.0,66.0,0.4444444444444444,0.5555555555555556,0.3333333333333333,190169.33333333334,6554008.4,2282032.0,342277.31,10.0,0.0,10.0,50.12027002908971,1,0,0
C0106,Silver,2024-07-24,23,Female,Pune,Manager,Medium,4,392745,98186.25,Google Nest,0.43,0.22,0.67,Medium,27,No,Needs Attention,Low,Smart Home,Google Nest,Offline,3,2,0.9463946276264684,45.333333333333336,0.43918983655985755,28,4,392745.0,392745.0,98186.25,0.6666666666666666,28,3925.0,1699.0,43.28662409353726,50.0,0.3957605394927544,981.25,23.0,18.0,0.0,0.0,0.0,0.0,64.0,57.36,0.5,0.5,0.5,65457.5,1574205.83,785490.0,117806.51,40.0,0.0,10.0,58.86532481870745,0,0,0
C0107,Platinum,2024-05-01,49,Female,Mumbai,Manager,Low,6,456754,76125.67,Bose,0.35,0.25,1.0,High,26,No,Critical,Low,Speaker,Bose,App,3,2,0.78969007941213,30.6,0.9255718011024517,27,6,456754.0,456754.0,76125.66666666667,1.0,27,4564.0,1597.0,34.991235681439015,50.0,0.3000187858350201,760.6666666666666,68.0,22.5,0.0,0.0,0.0,0.0,100.0,78.0,0.8333333333333334,0.16666666666666666,0.5,76125.66666666667,2040855.66,913508.0,137010.23,10.0,0.0,10.0,78.39824713628781,0,0,1
C0108,Silver,2020-03-31,36,Male,Ahmedabad,Business,High,8,1043382,130422.75,Sony,0.33,0.01,1.33,Medium,2,No,Critical,Low,Audio,Sony,Online,3,3,0.9850568195907903,25.0,0.5851517110282843,3,8,1043382.0,1043382.0,130422.75,1.3333333333333333,3,10429.0,3465.0,33.22466196833382,62.5,0.3003901167746943,1303.625,115.0,23.75,0.0,0.0,0.0,0.0,100.0,66.0,0.875,0.125,0.25,173897.0,13186177.45,2086764.0,312979.95,10.0,0.0,10.0,59.44493239366676,1,0,0
C0109,Silver,2021-04-09,23,Female,Pune,CA,Low,5,456622,91324.4,Samsung,0.3,0.1,0.83,Medium,16,No,Critical,Low,Audio,Apple,App,2,3,0.7219280920019722,29.5,0.3694174605112645,17,5,456622.0,456622.0,91324.4,0.8333333333333334,17,4563.0,1368.0,29.980276068419297,60.0,0.25133198557535924,912.6,48.0,26.6,0.0,0.0,0.0,0.0,100.0,66.0,0.6,0.4,0.4,76103.66666666667,4835630.11,913244.0,136972.92,10.0,0.0,10.0,58.79605521368386,0,0,0
C0110,Silver,2024-04-21,24,Female,Mumbai,Doctor,Medium,10,1092397,109239.7,Samsung,0.41,0.04,1.67,High,40,No,Needs Attention,Low,TV,Samsung,Offline,4,2,0.9232196694501177,14.666666666666666,0.5807929134575356,41,10,1092397.0,1092397.0,109239.7,1.6666666666666667,41,10919.0,4524.0,41.43236556330033,50.0,0.37883101626291155,1091.9,78.0,20.5,0.0,0.0,0.0,0.0,100.0,78.0,0.6,0.4,0.6,182066.16666666666,4940834.62,2184794.0,327673.86,40.0,0.0,10.0,64.68647311266007,1,0,0
C0111,Gold,2022-12-17,48,Male,Delhi,Manager,High,5,493808,98761.6,Sony,0.41,0.15,0.83,Medium,25,No,Needs Attention,Low,Audio,Sony,Offline,3,3,0.9602297151300435,37.5,0.5281640235267077,26,5,493808.0,493808.0,98761.6,0.8333333333333334,26,4935.0,2028.0,41.09422484074119,40.0,0.3407830610976591,987.0,31.0,17.4,0.0,0.0,0.0,0.0,79.4,61.056000000000004,0.6,0.4,0.0,82301.33333333333,3561095.89,987616.0,148122.12,40.0,0.0,10.0,67.03564496814823,0,0,1
C0112,Silver,2024-05-27,46,Female,Delhi,Student,Medium,4,169667,42416.75,Sony,0.37,0.0,0.67,Medium,36,No,Critical,Low,Gaming,Sony,App,3,3,0.9463946276264684,15.0,0.03449951926221505,37,4,169667.0,169667.0,42416.75,0.6666666666666666,37,1695.0,625.0,36.87315612464215,50.0,0.27496700274981517,423.75,47.0,12.25,0.0,0.0,0.0,0.0,100.0,66.0,0.75,0.25,0.0,28277.833333333332,733946.23,339334.0,50893.85,10.0,0.0,10.0,60.174631224928426,0,0,0
C0113,Platinum,2020-11-03,28,Female,Ahmedabad,CA,Low,6,731593,121932.17,Google Nest,0.42,0.14,1.0,Medium,27,No,Needs Attention,Low,Security,Google Nest,Online,2,1,0.99999999711461,28.6,0.9045392965684363,28,6,731593.0,731593.0,121932.16666666667,1.0,28,7313.0,3100.0,42.39026385561293,33.33333333333333,0.3519128160382418,1218.8333333333333,86.0,18.333333333333332,0.0,0.0,0.0,0.0,100.0,66.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,121932.16666666667,8376514.51,1463186.0,219446.9,40.0,0.0,10.0,76.27805277112259,0,0,1
C0114,Silver,2021-06-06,38,Female,Ahmedabad,Manager,Medium,8,462681,57835.12,Sony,0.34,0.12,1.33,High,113,No,Critical,Low,Gaming,Sony,Offline,4,2,0.9528195282293931,9.285714285714286,0.7382695947247336,114,8,462681.0,462681.0,57835.125,1.3333333333333333,114,4623.0,1589.0,34.37162008572005,62.5,0.2670139467870712,577.875,90.0,18.75,0.0,0.0,0.0,0.0,100.0,78.0,0.25,0.75,0.125,77113.5,4752851.78,925362.0,138788.41,10.0,0.0,10.0,63.27432401714401,0,1,0
C0115,Silver,2023-10-07,42,Male,Delhi,CA,Medium,7,787510,112501.43,Samsung,0.47,0.03,1.17,High,34,No,Needs Attention,Low,Smartphone,Samsung,App,2,1,0.9852281331488615,20.833333333333332,0.6694383662266922,35,7,787510.0,787510.0,112501.42857142857,1.1666666666666667,35,7870.0,3665.0,46.56925025848888,57.14285714285714,0.39772110645933684,1124.2857142857142,50.0,21.857142857142858,0.0,0.0,0.0,0.0,100.0,78.0,0.8571428571428571,0.14285714285714285,0.5714285714285714,131251.66666666666,4411349.65,1575020.0,236216.35,40.0,0.0,10.0,65.71385005169778,0,0,0
C0116,Gold,2023-08-27,39,Male,Pune,Doctor,Low,8,825159,103144.88,Apple,0.57,0.03,1.33,High,0,No,Needs Attention,Low,Audio,Apple,App,3,1,0.8194483691420859,22.571428571428573,0.798444339408026,1,8,825159.0,825159.0,103144.875,1.3333333333333333,1,8249.0,4727.0,57.30391555666879,62.5,0.5215712230811307,1031.125,83.0,22.0,0.0,0.0,0.0,0.0,100.0,78.0,0.625,0.375,0.25,137526.5,4807497.2,1650318.0,247500.43,40.0,0.0,10.0,75.36078311133376,1,0,1
C0117,Silver,2023-03-30,60,Male,Delhi,Business,Low,10,737229,73722.9,Sony,0.38,0.12,1.67,High,6,No,Critical,Low,TV,Sony,Offline,3,3,0.9372305604854119,17.88888888888889,0.6374806166693102,7,10,737229.0,737229.0,73722.9,1.6666666666666667,7,7367.0,2830.0,38.41455132562162,60.0,0.32335466142212677,736.7,83.0,15.9,0.0,0.0,0.0,0.0,100.0,78.0,0.4,0.6,0.5,122871.5,4900731.04,1474458.0,221140.4,10.0,0.0,10.0,64.08291026512433,0,0,0
C0118,Silver,2022-05-01,33,Male,Pune,Student,High,10,852824,85282.4,Google Nest,0.41,0.05,1.67,High,8,No,Needs Attention,Low,Security,Google Nest,App,3,2,0.8586727083425374,18.666666666666668,0.895337732591557,9,10,852824.0,852824.0,85282.4,1.6666666666666667,9,8523.0,3480.0,40.830693369904154,40.0,0.3542705890723093,852.3,117.0,18.1,0.0,0.0,0.0,0.0,100.0,78.0,0.8,0.2,0.2,142137.33333333334,7224195.64,1705648.0,255812.4,40.0,0.0,10.0,64.56613867398083,1,0,0
C0119,Gold,2024-07-09,53,Female,Bengaluru,Business,Medium,10,1430629,143062.9,Bose,0.33,0.05,1.67,High,6,No,Critical,Low,Audio,Bose,Online,2,2,0.4689955907038912,16.555555555555557,0.7006866078552751,7,10,1430629.0,1430629.0,143062.9,1.6666666666666667,7,14301.0,4772.0,33.36829590002916,80.0,0.3025423189611727,1430.1,81.0,20.5,0.0,0.0,0.0,0.0,100.0,78.0,0.8,0.2,0.3,238438.16666666666,5851772.01,2861258.0,429140.98,10.0,0.0,10.0,70.57365918000583,1,0,1
C0120,Gold,2022-06-15,31,Male,Delhi,Doctor,Low,6,569730,94955.0,Sony,0.46,0.16,1.0,Medium,14,No,Needs Attention,Low,TV,Sony,App,5,3,0.9697238967615727,27.0,0.6233465711622449,15,6,569730.0,569730.0,94955.0,1.0,15,5695.0,2593.0,45.53116761100761,16.666666666666664,0.3811553720694468,949.1666666666666,45.0,22.333333333333332,0.0,0.0,0.0,0.0,100.0,66.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,94955.0,4685746.53,1139460.0,170893.07,40.0,0.0,10.0,69.40623352220152,0,0,1
C0121,Gold,2023-05-06,37,Female,Pune,Engineer,Medium,6,349174,58195.67,Sony,0.54,0.2,1.0,Medium,22,No,Needs Attention,Low,Gaming,Sony,App,4,2,0.9591479141418546,30.8,0.9044810234986268,23,6,349174.0,349174.0,58195.666666666664,1.0,23,3489.0,1870.0,53.59701904959295,33.33333333333333,0.45732452810632296,581.5,77.0,16.0,0.0,0.0,0.0,0.0,100.0,66.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,58195.666666666664,2250391.78,698348.0,104733.5,40.0,0.0,10.0,71.01940380991859,0,0,1
C0122,Platinum,2024-04-05,29,Male,Hyderabad,Doctor,Low,8,372476,46559.5,Google Nest,0.62,0.01,1.33,Medium,10,No,Needs Attention,Low,Security,Google Nest,Offline,3,2,0.9463946276264684,22.285714285714285,0.9057320520096093,11,8,372476.0,372476.0,46559.5,1.3333333333333333,11,3720.0,2315.0,62.2311826284108,25.0,0.5709001218966705,465.0,57.0,18.875,0.0,0.0,0.0,0.0,100.0,66.0,0.625,0.375,0.5,62079.333333333336,1717315.77,744952.0,111719.65,40.0,0.0,10.0,80.24623652568215,0,0,1
C0123,Gold,2019-09-13,46,Female,Delhi,CA,Medium,9,671325,74591.67,Apple,0.33,0.17,1.5,High,2,No,Critical,Low,Smartphone,Apple,App,4,2,0.9455305531509361,21.75,0.8721660150538124,3,9,671325.0,671325.0,74591.66666666667,1.5,3,6709.0,2216.0,33.03025781333991,77.77777777777779,0.29347106304665466,745.4444444444445,79.0,12.444444444444445,0.0,0.0,0.0,0.0,100.0,78.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,111887.5,9219346.2,1342650.0,201375.34,10.0,0.0,10.0,70.50605156266798,0,0,1
C0124,Bronze,2020-12-16,33,Female,Pune,CA,High,8,724827,90603.38,Samsung,0.5,0.0,1.33,High,15,No,Needs Attention,Low,TV,Samsung,Online,4,2,0.8749999971146099,23.571428571428573,0.6191276857618127,16,8,724827.0,724827.0,90603.375,1.3333333333333333,16,7244.0,3621.0,49.986195403111275,37.5,0.45048519476177507,905.5,91.0,13.875,0.0,0.0,0.0,0.0,100.0,78.0,0.875,0.125,0.375,120804.5,8128381.63,1449654.0,217411.89,40.0,0.0,10.0,58.897239080622256,0,0,0
C0125,Gold,2021-09-07,37,Female,Bengaluru,Doctor,Medium,7,449413,64201.86,Sony,0.43,0.16,1.17,High,37,No,Needs Attention,Low,Audio,Sony,Offline,5,3,0.9165164400929279,21.833333333333332,0.377703025726807,38,7,449413.0,449413.0,64201.857142857145,1.1666666666666667,38,4491.0,1928.0,42.93030495896169,71.42857142857143,0.38567713465557685,641.5714285714286,85.0,16.142857142857142,0.0,0.0,0.0,0.0,100.0,78.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,74902.16666666667,4387698.17,898826.0,134804.62,40.0,0.0,10.0,72.48606099179234,0,0,1
C0126,Gold,2021-05-12,36,Male,Mumbai,Engineer,Medium,8,657532,82191.5,Sony,0.43,0.04,1.33,High,16,No,Needs Attention,Low,Audio,Apple,App,3,4,0.6695919428050616,16.857142857142858,0.7908131292466754,17,8,657532.0,657532.0,82191.5,1.3333333333333333,17,6571.0,2799.0,42.5962562127587,62.5,0.35706084914267017,821.375,102.0,13.375,0.0,0.0,0.0,0.0,100.0,78.0,0.875,0.125,0.25,109588.66666666667,6844453.56,1315064.0,197231.61,40.0,0.0,10.0,72.41925124255174,0,0,1
C0127,Gold,2020-11-29,45,Male,Delhi,Business,Low,8,649235,81154.38,Apple,0.38,0.14,1.33,Medium,17,No,Critical,Low,Audio,Apple,Online,3,2,0.8194483691420859,16.0,0.1307287357511892,18,8,649235.0,649235.0,81154.375,1.3333333333333333,18,6488.0,2470.0,38.07028354181522,75.0,0.336237407655544,811.0,84.0,18.625,0.0,0.0,0.0,0.0,100.0,66.0,0.75,0.25,0.25,108205.83333333333,7341110.34,1298470.0,194745.8,10.0,0.0,10.0,67.91405670836303,0,0,1
C0128,Bronze,2020-07-16,33,Male,Ahmedabad,CA,High,5,563286,112657.2,Apple,0.47,0.05,0.83,Medium,14,No,Needs Attention,Low,Watch,Apple,App,4,3,0.960964044558291,27.75,0.8074183350205558,15,5,563286.0,563286.0,112657.2,0.8333333333333334,15,5630.0,2643.0,46.944937749653754,80.0,0.3985824153241104,1126.0,56.0,15.2,0.0,0.0,0.0,0.0,100.0,66.0,1.0,0.0,0.4,93881.0,6788733.67,1126572.0,168959.37,40.0,0.0,10.0,54.68898754993075,0,0,0
C0129,Bronze,2024-11-15,32,Male,Pune,Manager,High,4,455927,113981.75,Google Nest,0.34,0.13,0.67,Medium,0,No,Critical,Low,Gaming,Google Nest,Offline,4,3,0.9999999971146099,46.666666666666664,0.2984027467025591,1,4,455927.0,455927.0,113981.75,0.6666666666666666,1,4557.0,1556.0,34.14527093670118,25.0,0.27423334459951826,1139.25,46.0,21.75,0.0,0.0,0.0,0.0,100.0,66.0,0.5,0.5,0.0,75987.83333333333,1542849.48,911854.0,136762.54,10.0,0.0,10.0,52.12905418734023,0,0,0
C0130,Platinum,2022-07-12,29,Female,Delhi,Engineer,High,10,803601,80360.1,Bose,0.34,0.03,1.67,High,2,No,Critical,Low,Audio,Bose,Offline,4,3,0.9232196694501177,18.666666666666668,0.6385735243036681,3,10,803601.0,803601.0,80360.1,1.6666666666666667,3,8031.0,2703.0,33.6570787776652,30.0,0.2865776078386582,803.1,97.0,22.6,0.0,0.0,0.0,0.0,100.0,78.0,0.5,0.5,0.0,133933.5,6490411.91,1607202.0,241053.27,10.0,0.0,10.0,78.13141575553304,0,0,1
C0131,Bronze,2021-05-05,36,Female,Pune,Doctor,Medium,5,524227,104845.4,Apple,0.43,0.01,0.83,Medium,37,No,Needs Attention,Low,Watch,Apple,Online,4,2,0.960964044558291,35.5,0.5780210360253867,38,5,524227.0,524227.0,104845.4,0.8333333333333334,38,5240.0,2238.0,42.70992358261465,40.0,0.34654691801401843,1048.0,53.0,15.8,0.0,0.0,0.0,0.0,100.0,66.0,0.8,0.2,0.0,87371.16666666667,5476934.24,1048454.0,157245.72,40.0,0.0,10.0,53.84198471652293,0,0,0
C0132,Bronze,2023-04-04,52,Female,Pune,Engineer,Low,7,668967,95566.71,Sony,0.51,0.06,1.17,Medium,17,No,Needs Attention,Low,Audio,Sony,Online,5,3,0.9165164400929279,25.5,0.63272733457891,18,7,668967.0,668967.0,95566.71428571429,1.1666666666666667,18,6687.0,3391.0,50.71033340704302,57.14285714285714,0.43913493856625885,955.2857142857143,84.0,17.714285714285715,0.0,0.0,0.0,0.0,100.0,66.0,1.0,0.0,0.5714285714285714,111494.5,4428643.96,1337934.0,200656.19,40.0,0.0,10.0,55.442066681408605,0,0,0
C0133,Bronze,2020-10-18,55,Female,Bengaluru,CA,High,7,510322,72903.14,Sony,0.26,0.17,1.17,Medium,56,No,Critical,Low,Audio,Sony,Offline,4,3,0.9211854937031643,20.5,0.8937220105678574,57,7,510322.0,510322.0,72903.14285714286,1.1666666666666667,57,5100.0,1303.0,25.549019557747023,42.857142857142854,0.20289629367347198,728.5714285714286,70.0,15.857142857142858,0.0,0.0,0.0,0.0,100.0,66.0,0.5714285714285714,0.42857142857142855,0.0,85053.66666666667,5887739.65,1020644.0,153083.57,10.0,0.0,10.0,50.4098039115494,0,0,0
C0134,Silver,2021-03-16,39,Male,Ahmedabad,Doctor,Low,8,702359,87794.88,Apple,0.28,0.12,1.33,High,18,No,Critical,Low,Smartphone,Apple,Offline,3,3,0.8868595044121972,22.142857142857142,0.5352957276309116,19,8,702359.0,702359.0,87794.875,1.3333333333333333,19,7019.0,1954.0,27.838723425219086,62.5,0.2549582460138854,877.375,92.0,20.0,0.0,0.0,0.0,0.0,100.0,78.0,0.625,0.375,0.625,117059.83333333333,7530288.42,1404718.0,210688.16,10.0,0.0,10.0,61.96774468504382,0,0,0
C0135,Silver,2020-09-21,37,Female,Delhi,Doctor,Medium,5,606871,121374.2,Apple,0.32,0.0,0.83,Medium,15,No,Critical,Low,Smartphone,Apple,Online,3,2,0.9602297151300435,25.0,0.3971274284900154,16,5,606871.0,606871.0,121374.2,0.8333333333333334,16,6067.0,1913.0,31.53123449558063,20.0,0.26273863444205653,1213.4,52.0,17.0,0.0,0.0,0.0,0.0,100.0,66.0,0.8,0.2,0.0,101145.16666666667,7091376.94,1213742.0,182042.17,10.0,0.0,10.0,59.10624689911612,0,0,0
C0136,Silver,2020-11-15,44,Male,Bengaluru,Business,Low,10,1176274,117627.4,Google Nest,0.5,0.08,1.67,High,8,No,Needs Attention,Low,Security,Google Nest,Offline,5,3,0.8813534501622085,16.77777777777778,0.5272307082348736,9,10,1176274.0,1176274.0,117627.4,1.6666666666666667,9,11760.0,5833.0,49.600340093877264,20.0,0.46776262993764023,1176.0,75.0,13.3,0.0,0.0,0.0,0.0,100.0,78.0,0.5,0.5,0.4,196045.66666666666,13390683.89,2352548.0,352823.87,40.0,0.0,10.0,66.32006801877546,1,0,0
C0137,Gold,2023-10-19,46,Female,Pune,Doctor,Medium,7,602027,86003.86,Samsung,0.41,0.08,1.17,Medium,6,No,Needs Attention,Low,TV,Samsung,App,4,2,0.9211854937031643,19.833333333333332,0.7005139695556047,7,7,602027.0,602027.0,86003.85714285714,1.1666666666666667,7,6016.0,2461.0,40.90757971923607,57.14285714285714,0.3573918089494746,859.4285714285714,73.0,24.428571428571427,0.0,0.0,0.0,0.0,100.0,66.0,0.5714285714285714,0.42857142857142855,0.7142857142857143,100337.83333333333,3332781.91,1204054.0,180583.49,40.0,0.0,10.0,68.48151594384721,0,0,1
C0138,Platinum,2021-11-09,23,Female,Ahmedabad,Engineer,Medium,5,520619,104123.8,Google Nest,0.42,0.02,0.83,Medium,7,No,Needs Attention,Low,Smart Home,Google Nest,App,2,2,0.7219280920019722,36.5,0.6383784826188834,8,5,520619.0,520619.0,104123.8,0.8333333333333334,8,5204.0,2208.0,42.42890076397214,40.0,0.36149312318026666,1040.8,54.0,23.4,0.0,0.0,0.0,0.0,100.0,66.0,0.6,0.4,0.2,86769.83333333333,4903297.36,1041238.0,156163.62,40.0,0.0,10.0,76.28578015279443,0,0,1
